k-nn,mxm subregion,normalize,feature vector name,k-nn distance metric,train accuracy,test accuracy,f1-score beaches,f1-score cities,f1-score mountains
3,16,no normalization,sobel,manhattan,0.7333333333333333,0.4666666666666667,0.77,0.0,0.33
3,16,no normalization,sobel,euclidean,0.6,0.4666666666666667,0.57,0.0,0.56
3,16,no normalization,sobel,minkowski,0.7111111111111111,0.4666666666666667,0.73,0.0,0.43
5,16,no normalization,sobel,manhattan,0.6444444444444445,0.5333333333333333,0.77,0.33,0.36
5,16,no normalization,sobel,euclidean,0.5111111111111111,0.4666666666666667,0.57,0.0,0.56
5,16,no normalization,sobel,minkowski,0.5777777777777777,0.6,0.83,0.33,0.5
7,16,no normalization,sobel,manhattan,0.5333333333333333,0.4,0.71,0.0,0.18
7,16,no normalization,sobel,euclidean,0.4888888888888889,0.4666666666666667,0.33,0.33,0.56
7,16,no normalization,sobel,minkowski,0.5333333333333333,0.7333333333333333,1.0,0.33,0.71
3,16,no normalization,raw+hsv+edh,manhattan,0.6666666666666666,0.4666666666666667,0.55,0.0,0.57
3,16,no normalization,raw+hsv+edh,euclidean,0.6222222222222222,0.4,0.5,0.0,0.47
3,16,no normalization,raw+hsv+edh,minkowski,0.6666666666666666,0.4666666666666667,0.67,0.0,0.5
5,16,no normalization,raw+hsv+edh,manhattan,0.6444444444444445,0.5333333333333333,0.67,0.33,0.5
5,16,no normalization,raw+hsv+edh,euclidean,0.5111111111111111,0.4666666666666667,0.57,0.0,0.56
5,16,no normalization,raw+hsv+edh,minkowski,0.6,0.4,0.6,0.0,0.4
7,16,no normalization,raw+hsv+edh,manhattan,0.6222222222222222,0.5333333333333333,0.77,0.33,0.36
7,16,no normalization,raw+hsv+edh,euclidean,0.4444444444444444,0.4,0.33,0.0,0.53
7,16,no normalization,raw+hsv+edh,minkowski,0.5333333333333333,0.4666666666666667,0.67,0.0,0.5
3,16,no normalization,raw+hsv+sobel,manhattan,0.6666666666666666,0.4666666666666667,0.55,0.0,0.57
3,16,no normalization,raw+hsv+sobel,euclidean,0.6222222222222222,0.4,0.5,0.0,0.47
3,16,no normalization,raw+hsv+sobel,minkowski,0.6666666666666666,0.4666666666666667,0.67,0.0,0.5
5,16,no normalization,raw+hsv+sobel,manhattan,0.6444444444444445,0.5333333333333333,0.67,0.33,0.5
5,16,no normalization,raw+hsv+sobel,euclidean,0.5111111111111111,0.4666666666666667,0.57,0.0,0.56
5,16,no normalization,raw+hsv+sobel,minkowski,0.6,0.4,0.6,0.0,0.4
7,16,no normalization,raw+hsv+sobel,manhattan,0.6222222222222222,0.5333333333333333,0.77,0.33,0.36
7,16,no normalization,raw+hsv+sobel,euclidean,0.4444444444444444,0.4,0.33,0.0,0.53
7,16,no normalization,raw+hsv+sobel,minkowski,0.5333333333333333,0.4666666666666667,0.67,0.0,0.5
3,16,no normalization,hsv+edh,manhattan,0.8666666666666667,0.5333333333333333,0.55,0.73,0.25
3,16,no normalization,hsv+edh,euclidean,0.8,0.4,0.22,0.62,0.25
3,16,no normalization,hsv+edh,minkowski,0.8,0.4666666666666667,0.44,0.62,0.25
5,16,no normalization,hsv+edh,manhattan,0.8888888888888888,0.5333333333333333,0.55,0.6,0.44
5,16,no normalization,hsv+edh,euclidean,0.7777777777777778,0.4,0.25,0.5,0.4
5,16,no normalization,hsv+edh,minkowski,0.8444444444444444,0.5333333333333333,0.5,0.67,0.4
7,16,no normalization,hsv+edh,manhattan,0.8888888888888888,0.6,0.6,0.73,0.44
7,16,no normalization,hsv+edh,euclidean,0.7333333333333333,0.4666666666666667,0.33,0.57,0.4
7,16,no normalization,hsv+edh,minkowski,0.8,0.4666666666666667,0.29,0.62,0.4
3,16,no normalization,hsv+sobel,manhattan,0.7111111111111111,0.4,0.55,0.0,0.43
3,16,no normalization,hsv+sobel,euclidean,0.6,0.4,0.5,0.0,0.47
3,16,no normalization,hsv+sobel,minkowski,0.6444444444444445,0.4,0.6,0.0,0.4
5,16,no normalization,hsv+sobel,manhattan,0.6222222222222222,0.4666666666666667,0.77,0.0,0.33
5,16,no normalization,hsv+sobel,euclidean,0.5111111111111111,0.4666666666666667,0.57,0.0,0.56
5,16,no normalization,hsv+sobel,minkowski,0.5777777777777777,0.4666666666666667,0.73,0.0,0.43
7,16,no normalization,hsv+sobel,manhattan,0.6,0.5333333333333333,0.77,0.33,0.36
7,16,no normalization,hsv+sobel,euclidean,0.4666666666666667,0.4,0.33,0.0,0.53
7,16,no normalization,hsv+sobel,minkowski,0.5555555555555556,0.5333333333333333,0.67,0.33,0.53
3,16,no normalization,raw+hsv+edh+sobel,manhattan,0.6666666666666666,0.4666666666666667,0.55,0.0,0.57
3,16,no normalization,raw+hsv+edh+sobel,euclidean,0.6222222222222222,0.4,0.5,0.0,0.47
3,16,no normalization,raw+hsv+edh+sobel,minkowski,0.6666666666666666,0.4666666666666667,0.67,0.0,0.5
5,16,no normalization,raw+hsv+edh+sobel,manhattan,0.6444444444444445,0.5333333333333333,0.67,0.33,0.5
5,16,no normalization,raw+hsv+edh+sobel,euclidean,0.5111111111111111,0.4666666666666667,0.57,0.0,0.56
5,16,no normalization,raw+hsv+edh+sobel,minkowski,0.6,0.4,0.6,0.0,0.4
7,16,no normalization,raw+hsv+edh+sobel,manhattan,0.6222222222222222,0.5333333333333333,0.77,0.33,0.36
7,16,no normalization,raw+hsv+edh+sobel,euclidean,0.4444444444444444,0.4,0.33,0.0,0.53
7,16,no normalization,raw+hsv+edh+sobel,minkowski,0.5333333333333333,0.4666666666666667,0.67,0.0,0.5
