k-nn,mxm subregion,normalize,feature vector name,k-nn distance metric,train accuracy,test accuracy,f1-score beaches,f1-score cities,f1-score mountains
3,8,minmax,ehd,euclidean,0.7555555555555555,0.4,0.53,0.44,0.0
3,8,minmax,ehd,minkowski,0.7111111111111111,0.4666666666666667,0.57,0.6,0.0
5,8,minmax,ehd,manhattan,0.8222222222222222,0.5333333333333333,0.67,0.62,0.0
5,8,minmax,ehd,euclidean,0.8444444444444444,0.5333333333333333,0.62,0.67,0.0
5,8,minmax,ehd,minkowski,0.8444444444444444,0.5333333333333333,0.62,0.67,0.0
7,8,minmax,ehd,manhattan,0.6666666666666666,0.5333333333333333,0.6,0.67,0.0
7,8,minmax,ehd,euclidean,0.7111111111111111,0.6,0.73,0.67,0.29
7,8,minmax,ehd,minkowski,0.7111111111111111,0.5333333333333333,0.6,0.62,0.29
3,8,minmax,sobel,manhattan,0.6444444444444445,0.4666666666666667,0.5,0.67,0.0
3,8,minmax,sobel,euclidean,0.8,0.4666666666666667,0.56,0.57,0.0
3,8,minmax,sobel,minkowski,0.7111111111111111,0.5333333333333333,0.59,0.75,0.0
5,8,minmax,sobel,manhattan,0.6,0.4666666666666667,0.5,0.67,0.0
5,8,minmax,sobel,euclidean,0.6,0.4666666666666667,0.5,0.67,0.0
5,8,minmax,sobel,minkowski,0.6222222222222222,0.4666666666666667,0.5,0.67,0.0
7,8,minmax,sobel,manhattan,0.5777777777777777,0.5333333333333333,0.59,0.75,0.0
7,8,minmax,sobel,euclidean,0.6444444444444445,0.6,0.62,0.75,0.33
7,8,minmax,sobel,minkowski,0.6,0.5333333333333333,0.59,0.75,0.0
3,8,minmax,raw+hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.5,0.44
3,8,minmax,raw+hsv+edh,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,minmax,raw+hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,minmax,raw+hsv+edh,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,8,minmax,raw+hsv+edh,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,minmax,raw+hsv+edh,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,minmax,raw+hsv+edh,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,minmax,raw+hsv+edh,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,minmax,raw+hsv+edh,minkowski,0.6888888888888889,0.4,0.4,0.44,0.36
3,8,minmax,raw+hsv+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.5,0.44
3,8,minmax,raw+hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,minmax,raw+hsv+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,minmax,raw+hsv+sobel,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,8,minmax,raw+hsv+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,minmax,raw+hsv+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,minmax,raw+hsv+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,minmax,raw+hsv+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,minmax,raw+hsv+sobel,minkowski,0.6888888888888889,0.4,0.4,0.44,0.36
3,8,minmax,hsv+edh,manhattan,0.7777777777777778,0.4666666666666667,0.5,0.29,0.55
3,8,minmax,hsv+edh,euclidean,0.8222222222222222,0.4,0.5,0.29,0.36
3,8,minmax,hsv+edh,minkowski,0.8222222222222222,0.4666666666666667,0.5,0.29,0.55
5,8,minmax,hsv+edh,manhattan,0.7333333333333333,0.4,0.46,0.29,0.4
5,8,minmax,hsv+edh,euclidean,0.8,0.3333333333333333,0.46,0.29,0.2
5,8,minmax,hsv+edh,minkowski,0.7333333333333333,0.3333333333333333,0.43,0.29,0.22
7,8,minmax,hsv+edh,manhattan,0.7111111111111111,0.4,0.43,0.33,0.4
7,8,minmax,hsv+edh,euclidean,0.8222222222222222,0.3333333333333333,0.46,0.29,0.2
7,8,minmax,hsv+edh,minkowski,0.7777777777777778,0.4,0.46,0.33,0.36
3,8,minmax,hsv+sobel,manhattan,0.8222222222222222,0.4666666666666667,0.5,0.29,0.55
3,8,minmax,hsv+sobel,euclidean,0.8444444444444444,0.4,0.46,0.29,0.4
3,8,minmax,hsv+sobel,minkowski,0.8222222222222222,0.4666666666666667,0.5,0.29,0.55
5,8,minmax,hsv+sobel,manhattan,0.7333333333333333,0.4,0.46,0.29,0.4
5,8,minmax,hsv+sobel,euclidean,0.8,0.4,0.46,0.5,0.22
5,8,minmax,hsv+sobel,minkowski,0.7777777777777778,0.3333333333333333,0.43,0.29,0.22
7,8,minmax,hsv+sobel,manhattan,0.7111111111111111,0.5333333333333333,0.59,0.33,0.57
7,8,minmax,hsv+sobel,euclidean,0.8222222222222222,0.4,0.57,0.29,0.22
7,8,minmax,hsv+sobel,minkowski,0.7555555555555555,0.4,0.43,0.33,0.4
3,8,minmax,raw+hsv+edh+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.5,0.44
3,8,minmax,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,minmax,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,minmax,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,8,minmax,raw+hsv+edh+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,minmax,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,minmax,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,minmax,raw+hsv+edh+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,minmax,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.4,0.4,0.44,0.36
3,16,minmax,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,minmax,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,minmax,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,minmax,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,16,minmax,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,minmax,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,minmax,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,minmax,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,minmax,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,minmax,hsv,manhattan,0.8,0.4666666666666667,0.5,0.29,0.55
3,16,minmax,hsv,euclidean,0.8444444444444444,0.4666666666666667,0.62,0.29,0.4
3,16,minmax,hsv,minkowski,0.8,0.4666666666666667,0.55,0.29,0.5
5,16,minmax,hsv,manhattan,0.7555555555555555,0.4666666666666667,0.46,0.33,0.55
5,16,minmax,hsv,euclidean,0.7333333333333333,0.4666666666666667,0.57,0.5,0.25
5,16,minmax,hsv,minkowski,0.7111111111111111,0.4666666666666667,0.57,0.5,0.25
7,16,minmax,hsv,manhattan,0.6888888888888889,0.4,0.43,0.33,0.4
7,16,minmax,hsv,euclidean,0.7777777777777778,0.5333333333333333,0.62,0.67,0.25
7,16,minmax,hsv,minkowski,0.7555555555555555,0.4666666666666667,0.53,0.33,0.44
3,16,minmax,ehd,manhattan,0.8666666666666667,0.5333333333333333,0.57,0.73,0.0
3,16,minmax,ehd,euclidean,0.8,0.4666666666666667,0.55,0.62,0.0
3,16,minmax,ehd,minkowski,0.8222222222222222,0.5333333333333333,0.5,0.67,0.33
5,16,minmax,ehd,manhattan,0.8,0.5333333333333333,0.5,0.67,0.33
5,16,minmax,ehd,euclidean,0.7777777777777778,0.4,0.44,0.46,0.25
5,16,minmax,ehd,minkowski,0.8,0.4666666666666667,0.4,0.57,0.33
7,16,minmax,ehd,manhattan,0.7555555555555555,0.4666666666666667,0.67,0.46,0.25
7,16,minmax,ehd,euclidean,0.6888888888888889,0.5333333333333333,0.67,0.5,0.44
7,16,minmax,ehd,minkowski,0.6888888888888889,0.5333333333333333,0.67,0.5,0.44
3,16,minmax,sobel,manhattan,0.7555555555555555,0.5333333333333333,0.62,0.67,0.0
3,16,minmax,sobel,euclidean,0.7777777777777778,0.6,0.62,0.75,0.33
3,16,minmax,sobel,minkowski,0.7555555555555555,0.5333333333333333,0.62,0.67,0.0
5,16,minmax,sobel,manhattan,0.6222222222222222,0.5333333333333333,0.62,0.67,0.0
5,16,minmax,sobel,euclidean,0.6888888888888889,0.5333333333333333,0.62,0.67,0.0
5,16,minmax,sobel,minkowski,0.6666666666666666,0.5333333333333333,0.62,0.67,0.0
7,16,minmax,sobel,manhattan,0.6444444444444445,0.5333333333333333,0.62,0.67,0.0
7,16,minmax,sobel,euclidean,0.6888888888888889,0.6,0.67,0.75,0.29
7,16,minmax,sobel,minkowski,0.6222222222222222,0.5333333333333333,0.62,0.67,0.0
3,16,minmax,raw+hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,minmax,raw+hsv+edh,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,minmax,raw+hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,minmax,raw+hsv+edh,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,16,minmax,raw+hsv+edh,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,minmax,raw+hsv+edh,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,minmax,raw+hsv+edh,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,minmax,raw+hsv+edh,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,minmax,raw+hsv+edh,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,minmax,raw+hsv+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,minmax,raw+hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,minmax,raw+hsv+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,minmax,raw+hsv+sobel,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,16,minmax,raw+hsv+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,minmax,raw+hsv+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,minmax,raw+hsv+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,minmax,raw+hsv+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,minmax,raw+hsv+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,minmax,hsv+edh,manhattan,0.7777777777777778,0.4666666666666667,0.55,0.29,0.5
3,16,minmax,hsv+edh,euclidean,0.8666666666666667,0.4,0.5,0.29,0.36
3,16,minmax,hsv+edh,minkowski,0.8,0.4666666666666667,0.55,0.29,0.5
5,16,minmax,hsv+edh,manhattan,0.7555555555555555,0.4,0.36,0.5,0.36
5,16,minmax,hsv+edh,euclidean,0.7777777777777778,0.4,0.57,0.29,0.22
5,16,minmax,hsv+edh,minkowski,0.7555555555555555,0.3333333333333333,0.46,0.29,0.2
7,16,minmax,hsv+edh,manhattan,0.7777777777777778,0.3333333333333333,0.46,0.0,0.33
7,16,minmax,hsv+edh,euclidean,0.8444444444444444,0.4666666666666667,0.57,0.5,0.25
7,16,minmax,hsv+edh,minkowski,0.8,0.4,0.46,0.33,0.36
3,16,minmax,hsv+sobel,manhattan,0.8,0.4666666666666667,0.55,0.29,0.5
3,16,minmax,hsv+sobel,euclidean,0.8666666666666667,0.6,0.67,0.5,0.6
3,16,minmax,hsv+sobel,minkowski,0.8,0.5333333333333333,0.67,0.29,0.55
5,16,minmax,hsv+sobel,manhattan,0.8444444444444444,0.4666666666666667,0.57,0.33,0.4
5,16,minmax,hsv+sobel,euclidean,0.8444444444444444,0.4,0.57,0.29,0.22
5,16,minmax,hsv+sobel,minkowski,0.8222222222222222,0.4,0.57,0.29,0.22
7,16,minmax,hsv+sobel,manhattan,0.7555555555555555,0.4666666666666667,0.57,0.33,0.4
7,16,minmax,hsv+sobel,euclidean,0.8444444444444444,0.4666666666666667,0.57,0.5,0.25
7,16,minmax,hsv+sobel,minkowski,0.7555555555555555,0.5333333333333333,0.57,0.57,0.44
3,16,minmax,raw+hsv+edh+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,minmax,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,minmax,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,minmax,raw+hsv+edh+sobel,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,16,minmax,raw+hsv+edh+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,minmax,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,minmax,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,minmax,raw+hsv+edh+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,minmax,raw+hsv+edh+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,4,standardize,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,4,standardize,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,standardize,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,standardize,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,4,standardize,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,4,standardize,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,4,standardize,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,4,standardize,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,4,standardize,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,4,standardize,hsv,manhattan,0.7333333333333333,0.4,0.46,0.0,0.55
3,4,standardize,hsv,euclidean,0.8,0.4666666666666667,0.62,0.29,0.4
3,4,standardize,hsv,minkowski,0.7777777777777778,0.4,0.53,0.0,0.44
5,4,standardize,hsv,manhattan,0.7777777777777778,0.26666666666666666,0.4,0.0,0.22
5,4,standardize,hsv,euclidean,0.8222222222222222,0.3333333333333333,0.5,0.0,0.25
5,4,standardize,hsv,minkowski,0.7111111111111111,0.26666666666666666,0.4,0.0,0.22
7,4,standardize,hsv,manhattan,0.6222222222222222,0.3333333333333333,0.4,0.0,0.4
7,4,standardize,hsv,euclidean,0.8,0.3333333333333333,0.46,0.29,0.2
7,4,standardize,hsv,minkowski,0.6666666666666666,0.3333333333333333,0.4,0.0,0.4
3,4,standardize,ehd,manhattan,0.7777777777777778,0.6666666666666666,0.77,0.83,0.0
3,4,standardize,ehd,euclidean,0.6888888888888889,0.6666666666666666,0.83,0.77,0.0
3,4,standardize,ehd,minkowski,0.7555555555555555,0.6666666666666666,0.83,0.77,0.0
5,4,standardize,ehd,manhattan,0.7111111111111111,0.5333333333333333,0.55,0.71,0.0
5,4,standardize,ehd,euclidean,0.6444444444444445,0.4666666666666667,0.55,0.57,0.0
5,4,standardize,ehd,minkowski,0.6666666666666666,0.5333333333333333,0.6,0.67,0.0
7,4,standardize,ehd,manhattan,0.6222222222222222,0.5333333333333333,0.6,0.67,0.0
7,4,standardize,ehd,euclidean,0.5777777777777777,0.6,0.77,0.67,0.0
7,4,standardize,ehd,minkowski,0.6,0.5333333333333333,0.55,0.71,0.0
3,4,standardize,sobel,manhattan,0.7555555555555555,0.4666666666666667,0.53,0.6,0.0
3,4,standardize,sobel,euclidean,0.6888888888888889,0.4666666666666667,0.67,0.46,0.0
3,4,standardize,sobel,minkowski,0.8,0.4666666666666667,0.53,0.6,0.0
5,4,standardize,sobel,manhattan,0.6222222222222222,0.5333333333333333,0.57,0.73,0.0
5,4,standardize,sobel,euclidean,0.6,0.5333333333333333,0.62,0.67,0.0
5,4,standardize,sobel,minkowski,0.6222222222222222,0.5333333333333333,0.62,0.67,0.0
7,4,standardize,sobel,manhattan,0.6444444444444445,0.6,0.67,0.8,0.0
7,4,standardize,sobel,euclidean,0.6,0.5333333333333333,0.57,0.73,0.0
7,4,standardize,sobel,minkowski,0.5777777777777777,0.5333333333333333,0.57,0.73,0.0
3,4,standardize,raw+hsv+edh,manhattan,0.7777777777777778,0.5333333333333333,0.62,0.57,0.4
3,4,standardize,raw+hsv+edh,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,standardize,raw+hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,standardize,raw+hsv+edh,manhattan,0.7111111111111111,0.5333333333333333,0.62,0.5,0.44
5,4,standardize,raw+hsv+edh,euclidean,0.7111111111111111,0.4666666666666667,0.6,0.44,0.36
5,4,standardize,raw+hsv+edh,minkowski,0.7111111111111111,0.6,0.67,0.6,0.5
7,4,standardize,raw+hsv+edh,manhattan,0.7333333333333333,0.4666666666666667,0.55,0.44,0.4
7,4,standardize,raw+hsv+edh,euclidean,0.7111111111111111,0.4666666666666667,0.6,0.44,0.36
7,4,standardize,raw+hsv+edh,minkowski,0.6666666666666666,0.4666666666666667,0.55,0.44,0.4
3,4,standardize,raw+hsv+sobel,manhattan,0.7777777777777778,0.5333333333333333,0.62,0.57,0.4
3,4,standardize,raw+hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,standardize,raw+hsv+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,standardize,raw+hsv+sobel,manhattan,0.7111111111111111,0.5333333333333333,0.62,0.5,0.44
5,4,standardize,raw+hsv+sobel,euclidean,0.7111111111111111,0.4666666666666667,0.6,0.44,0.36
5,4,standardize,raw+hsv+sobel,minkowski,0.7111111111111111,0.6,0.67,0.6,0.5
7,4,standardize,raw+hsv+sobel,manhattan,0.7333333333333333,0.4666666666666667,0.55,0.44,0.4
7,4,standardize,raw+hsv+sobel,euclidean,0.7111111111111111,0.4666666666666667,0.6,0.44,0.36
7,4,standardize,raw+hsv+sobel,minkowski,0.6666666666666666,0.4666666666666667,0.55,0.44,0.4
3,4,standardize,hsv+edh,manhattan,0.7333333333333333,0.4,0.46,0.0,0.55
3,4,standardize,hsv+edh,euclidean,0.7777777777777778,0.4666666666666667,0.57,0.29,0.44
3,4,standardize,hsv+edh,minkowski,0.7555555555555555,0.4,0.46,0.29,0.4
5,4,standardize,hsv+edh,manhattan,0.7555555555555555,0.26666666666666666,0.4,0.0,0.22
5,4,standardize,hsv+edh,euclidean,0.8222222222222222,0.4,0.46,0.5,0.22
5,4,standardize,hsv+edh,minkowski,0.7333333333333333,0.26666666666666666,0.4,0.0,0.22
7,4,standardize,hsv+edh,manhattan,0.7555555555555555,0.3333333333333333,0.4,0.0,0.4
7,4,standardize,hsv+edh,euclidean,0.8444444444444444,0.3333333333333333,0.46,0.29,0.2
7,4,standardize,hsv+edh,minkowski,0.7555555555555555,0.26666666666666666,0.37,0.0,0.22
3,4,standardize,hsv+sobel,manhattan,0.7777777777777778,0.3333333333333333,0.46,0.0,0.36
3,4,standardize,hsv+sobel,euclidean,0.8222222222222222,0.4666666666666667,0.5,0.5,0.4
3,4,standardize,hsv+sobel,minkowski,0.7777777777777778,0.4,0.46,0.29,0.4
5,4,standardize,hsv+sobel,manhattan,0.7555555555555555,0.26666666666666666,0.4,0.0,0.22
5,4,standardize,hsv+sobel,euclidean,0.8444444444444444,0.4666666666666667,0.57,0.5,0.25
5,4,standardize,hsv+sobel,minkowski,0.8,0.26666666666666666,0.4,0.0,0.22
7,4,standardize,hsv+sobel,manhattan,0.6444444444444445,0.4,0.5,0.0,0.44
7,4,standardize,hsv+sobel,euclidean,0.8222222222222222,0.4666666666666667,0.62,0.5,0.22
7,4,standardize,hsv+sobel,minkowski,0.7555555555555555,0.5333333333333333,0.67,0.33,0.44
3,4,standardize,raw+hsv+edh+sobel,manhattan,0.7777777777777778,0.5333333333333333,0.62,0.57,0.4
3,4,standardize,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,standardize,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,standardize,raw+hsv+edh+sobel,manhattan,0.7111111111111111,0.5333333333333333,0.62,0.5,0.44
5,4,standardize,raw+hsv+edh+sobel,euclidean,0.7111111111111111,0.4666666666666667,0.6,0.44,0.36
5,4,standardize,raw+hsv+edh+sobel,minkowski,0.7111111111111111,0.6,0.67,0.6,0.5
7,4,standardize,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.4666666666666667,0.55,0.44,0.4
7,4,standardize,raw+hsv+edh+sobel,euclidean,0.7111111111111111,0.4666666666666667,0.6,0.44,0.36
7,4,standardize,raw+hsv+edh+sobel,minkowski,0.6666666666666666,0.4666666666666667,0.55,0.44,0.4
3,8,standardize,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,8,standardize,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,standardize,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,standardize,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,8,standardize,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,standardize,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,standardize,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,standardize,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,standardize,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,standardize,hsv,manhattan,0.7777777777777778,0.4,0.46,0.0,0.55
3,8,standardize,hsv,euclidean,0.8444444444444444,0.4,0.57,0.29,0.22
3,8,standardize,hsv,minkowski,0.8222222222222222,0.4666666666666667,0.57,0.29,0.44
5,8,standardize,hsv,manhattan,0.7333333333333333,0.26666666666666666,0.4,0.0,0.22
5,8,standardize,hsv,euclidean,0.8,0.4666666666666667,0.57,0.5,0.25
5,8,standardize,hsv,minkowski,0.7777777777777778,0.26666666666666666,0.4,0.0,0.22
7,8,standardize,hsv,manhattan,0.6444444444444445,0.3333333333333333,0.4,0.0,0.4
7,8,standardize,hsv,euclidean,0.8,0.3333333333333333,0.46,0.29,0.2
7,8,standardize,hsv,minkowski,0.7333333333333333,0.3333333333333333,0.4,0.0,0.4
3,8,standardize,ehd,manhattan,0.7111111111111111,0.5333333333333333,0.62,0.67,0.0
3,8,standardize,ehd,euclidean,0.7555555555555555,0.4666666666666667,0.57,0.6,0.0
3,8,standardize,ehd,minkowski,0.7111111111111111,0.4666666666666667,0.62,0.55,0.0
5,8,standardize,ehd,manhattan,0.7333333333333333,0.5333333333333333,0.73,0.57,0.0
5,8,standardize,ehd,euclidean,0.7555555555555555,0.5333333333333333,0.67,0.62,0.0
5,8,standardize,ehd,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.62,0.0
7,8,standardize,ehd,manhattan,0.6666666666666666,0.4666666666666667,0.55,0.57,0.0
7,8,standardize,ehd,euclidean,0.6666666666666666,0.5333333333333333,0.73,0.57,0.0
7,8,standardize,ehd,minkowski,0.6666666666666666,0.4666666666666667,0.55,0.57,0.0
3,8,standardize,sobel,manhattan,0.7111111111111111,0.5333333333333333,0.59,0.75,0.0
3,8,standardize,sobel,euclidean,0.7555555555555555,0.5333333333333333,0.62,0.67,0.0
3,8,standardize,sobel,minkowski,0.7111111111111111,0.4666666666666667,0.5,0.67,0.0
5,8,standardize,sobel,manhattan,0.6,0.4666666666666667,0.5,0.67,0.0
5,8,standardize,sobel,euclidean,0.6,0.6,0.62,0.89,0.0
5,8,standardize,sobel,minkowski,0.6222222222222222,0.4666666666666667,0.5,0.67,0.0
7,8,standardize,sobel,manhattan,0.5777777777777777,0.5333333333333333,0.59,0.75,0.0
7,8,standardize,sobel,euclidean,0.5777777777777777,0.5333333333333333,0.62,0.75,0.0
7,8,standardize,sobel,minkowski,0.5777777777777777,0.5333333333333333,0.59,0.75,0.0
3,8,standardize,raw+hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.67,0.5,0.4
3,8,standardize,raw+hsv+edh,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,standardize,raw+hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,standardize,raw+hsv+edh,manhattan,0.7555555555555555,0.6,0.67,0.67,0.44
5,8,standardize,raw+hsv+edh,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,standardize,raw+hsv+edh,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,standardize,raw+hsv+edh,manhattan,0.7333333333333333,0.4666666666666667,0.55,0.44,0.4
7,8,standardize,raw+hsv+edh,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,standardize,raw+hsv+edh,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,standardize,raw+hsv+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.67,0.5,0.4
3,8,standardize,raw+hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,standardize,raw+hsv+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,standardize,raw+hsv+sobel,manhattan,0.7555555555555555,0.6,0.67,0.67,0.44
5,8,standardize,raw+hsv+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,standardize,raw+hsv+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,standardize,raw+hsv+sobel,manhattan,0.7333333333333333,0.4666666666666667,0.55,0.44,0.4
7,8,standardize,raw+hsv+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,standardize,raw+hsv+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,standardize,hsv+edh,manhattan,0.8,0.4666666666666667,0.5,0.29,0.55
3,8,standardize,hsv+edh,euclidean,0.8444444444444444,0.4666666666666667,0.57,0.29,0.44
3,8,standardize,hsv+edh,minkowski,0.8,0.4,0.46,0.29,0.4
5,8,standardize,hsv+edh,manhattan,0.7333333333333333,0.3333333333333333,0.43,0.29,0.22
5,8,standardize,hsv+edh,euclidean,0.7777777777777778,0.4,0.57,0.29,0.22
5,8,standardize,hsv+edh,minkowski,0.7333333333333333,0.3333333333333333,0.43,0.29,0.22
7,8,standardize,hsv+edh,manhattan,0.7111111111111111,0.4,0.43,0.33,0.4
7,8,standardize,hsv+edh,euclidean,0.8,0.4,0.46,0.5,0.22
7,8,standardize,hsv+edh,minkowski,0.7555555555555555,0.4,0.46,0.33,0.36
3,8,standardize,hsv+sobel,manhattan,0.8,0.4666666666666667,0.5,0.29,0.55
